timestep,RightFingerJoint11z_joint,RightFingerJoint12y_joint,RightFingerJoint13y_joint,RightFingerJoint11y_joint,RightFingerJoint21y_joint,RightFingerJoint22y_joint,RightFingerJoint23y_joint,RightFingerJoint21x_joint,RightFingerJoint31y_joint,RightFingerJoint32y_joint,RightFingerJoint33y_joint,RightFingerJoint41y_joint,RightFingerJoint42y_joint,RightFingerJoint43y_joint,RightFingerJoint41x_joint,RightFingerJoint51y_joint,RightFingerJoint52y_joint,RightFingerJoint53y_joint,RightFingerJoint51x_joint,LeftFingerJoint11z_joint,LeftFingerJoint12y_joint,LeftFingerJoint13y_joint,LeftFingerJoint11y_joint,LeftFingerJoint21y_joint,LeftFingerJoint22y_joint,LeftFingerJoint23y_joint,LeftFingerJoint21x_joint,LeftFingerJoint31y_joint,LeftFingerJoint32y_joint,LeftFingerJoint33y_joint,LeftFingerJoint41y_joint,LeftFingerJoint42y_joint,LeftFingerJoint43y_joint,LeftFingerJoint41x_joint,LeftFingerJoint51y_joint,LeftFingerJoint52y_joint,LeftFingerJoint53y_joint,LeftFingerJoint51x_joint,BLNx_joint,BLNy_joint,BLNz_joint,BPx_joint,BPy_joint,BPz_joint,BTx_joint,BTy_joint,BTz_joint,BUNx_joint,BUNy_joint,BUNz_joint,LAx_joint,LAy_joint,LAz_joint,LEx_joint,LEz_joint,LHx_joint,LHy_joint,LHz_joint,LKx_joint,LSx_joint,LSy_joint,LSz_joint,LWx_joint,LWy_joint,LFx_joint,LMrot_joint,RAx_joint,RAy_joint,RAz_joint,REx_joint,REz_joint,RHx_joint,RHy_joint,RHz_joint,RKx_joint,RSx_joint,RSy_joint,RSz_joint,RWx_joint,RWy_joint,RFx_joint,RMrot_joint,RootPositionX,RootPositionY,RootPositionZ,RootRotationX,RootRotationY,RootRotationZ,Height,Mass,HandLength
0.45,-0.355101,-0.297472,-0.0892415,0.11594,0.094344,0.00577219,0.00173166,0.0664845,0.165806,0.0734649,0.0220395,0.0559865,0.113295,0.0670753,-0.0880583,-0.206337,-0.00417122,-0.00125137,-0.0606573,-0.27255,2.05659,-0.047242,-10.5854,-0.0377578,0.020504,0.00615119,-0.0357929,-0.0902119,0.251513,0.0754538,-0.192843,0.12097,0.0,0.0629687,-0.427955,0.151327,0.0453982,0.13969,-0.169102,0.0664626,0.00224643,0.0923408,-0.01831,-0.0976464,0.00894374,-0.0217409,0.0523236,0.221896,-0.0136386,-0.001186,0.118704,-0.201692,0.0251929,0.220071,-0.470191,0.13548,0.0493278,0.278978,-0.16739,0.209491,0.177727,-0.656138,-0.00198149,1.01475,-0.042144,0.137348,0.21969,0.0609452,0.109771,0.32981,0.546488,0.13535,-0.0536335,-0.372944,-0.165185,0.159742,-0.184059,0.312187,-0.218092,-1.10366,-0.1129,0.0380958,138.837,341.884,945.163,-0.10564,0.0363853,1.64922,1.79,78.0,18.9
0.46,-0.351498,-0.30558,-0.0916739,0.113377,0.0929359,0.0150077,0.00450231,0.0634024,0.108412,0.0748253,0.0224476,0.0495265,0.111289,0.071182,-0.0899588,-0.203657,-0.00208561,-0.000625684,-0.0569377,-0.274013,2.20574,-0.047242,-11.102,-0.0344745,0.0141951,0.00425852,-0.032384,-0.0879845,0.240299,0.0720896,-0.199358,0.123783,0.0,0.0684442,-0.421568,0.153196,0.0459587,0.140355,-0.172728,0.0673411,0.00218783,0.0915755,-0.0181728,-0.0964906,0.00467788,-0.0220522,0.0542522,0.226524,-0.0149446,-0.00456118,0.119101,-0.200743,0.0174903,0.223467,-0.459048,0.130127,0.0504739,0.287267,-0.166419,0.208795,0.178644,-0.666419,-0.00874123,1.01161,-0.0392599,0.135291,0.221824,0.0588127,0.131714,0.330659,0.548624,0.133077,-0.0558982,-0.391695,-0.169158,0.1577,-0.18556,0.311763,-0.225665,-1.10363,-0.114537,0.037833,138.221,341.817,945.121,-0.100945,0.0358253,1.64907,1.79,78.0,18.9
0.47000000000000003,-0.353755,-0.338731,-0.101619,0.12619,0.0929359,0.0103899,0.00311698,0.0647233,0.165806,0.0775463,0.0232639,0.0516798,0.113295,0.0670753,-0.0874248,-0.200977,0.0,0.0,-0.0589406,-0.27259,2.21609,-0.047242,-11.2312,-0.0344745,0.0126178,0.00378535,-0.0340884,-0.100235,0.249911,0.0749732,-0.198055,0.12519,0.0,0.0657065,-0.430085,0.155064,0.0465191,0.141685,-0.175638,0.0681954,0.00218715,0.0921541,-0.0177696,-0.0967041,0.000515261,-0.021781,0.0555845,0.22585,-0.0156001,-0.00729687,0.120333,-0.20682,0.0146381,0.225033,-0.458806,0.127647,0.0509993,0.291232,-0.164615,0.208999,0.179556,-0.668192,-0.00113584,1.00807,-0.0487394,0.135213,0.221754,0.0619237,0.142387,0.332762,0.547765,0.132533,-0.0571045,-0.402839,-0.170186,0.15707,-0.187207,0.31358,-0.228858,-1.10697,-0.11227,0.0394316,138.219,341.672,945.12,-0.0991554,0.0354201,1.64879,1.79,78.0,18.9
0.48,-0.357458,-0.326604,-0.0979813,0.121065,0.0985684,0.00461775,0.00138533,0.0629621,0.165806,0.0761858,0.0228557,0.0581398,0.111289,0.0670753,-0.0893253,-0.206337,-0.00417122,-0.00125137,-0.0597989,-0.269243,2.21403,-0.0485542,-11.102,-0.0344745,0.0110406,0.00331218,-0.0357929,-0.108032,0.238697,0.071609,-0.196752,0.122377,0.0,0.0698131,-0.419439,0.153196,0.0459587,0.14102,-0.17866,0.0680104,0.00230344,0.0896677,-0.0175595,-0.0965801,-0.00206643,-0.0219431,0.0566092,0.236509,-0.0155112,-0.00676805,0.123334,-0.20553,0.0051482,0.227229,-0.448258,0.126112,0.0529644,0.299131,-0.170129,0.207753,0.180744,-0.674393,0.000392526,1.00957,-0.0504604,0.139345,0.222697,0.0618626,0.153736,0.335383,0.548191,0.129749,-0.0581632,-0.412991,-0.173463,0.155775,-0.187988,0.312434,-0.233108,-1.10688,-0.110733,0.0360924,137.709,341.635,945.055,-0.0948812,0.0348744,1.64863,1.79,78.0,18.9
0.5,-0.359748,-0.339521,-0.101856,0.131315,0.0957522,0.00808107,0.00242432,0.0634024,0.0765259,0.070744,0.0212232,0.0495265,0.112292,0.0670753,-0.0861577,-0.200977,-0.00208561,-0.000625684,-0.0592267,-0.270332,2.13326,-0.047242,-10.7146,-0.0328329,0.020504,0.00615119,-0.0383495,-0.0902119,0.237095,0.0711284,-0.195449,0.122377,0.0,0.0684442,-0.415181,0.155064,0.0465191,0.137029,-0.187142,0.0687552,-4.44041e-05,0.0918612,-0.0175951,-0.095564,-0.00996144,-0.0221557,0.0591495,0.243291,-0.0143589,-0.00744822,0.123442,-0.203627,-0.00314528,0.22895,-0.436131,0.124439,0.0552902,0.30771,-0.17283,0.208762,0.18244,-0.68635,-0.000771465,1.00714,-0.0442179,0.138843,0.222395,0.0653131,0.171986,0.340004,0.539969,0.130113,-0.0602148,-0.43075,-0.178926,0.154366,-0.189604,0.313442,-0.231746,-1.10503,-0.104669,0.0321986,137.546,341.702,945.011,-0.0911666,0.0339206,1.64815,1.79,78.0,18.9
0.51,-0.36483,-0.322586,-0.0967757,0.113377,0.0929359,0.0161621,0.00484864,0.0625218,0.153052,0.0748253,0.0224476,0.0602931,0.114297,0.0684442,-0.0874248,-0.209016,-0.00625684,-0.00187705,-0.0597989,-0.271461,2.16224,-0.0485542,-10.9729,-0.0377578,0.0110406,0.00331218,-0.0340884,-0.0957805,0.249911,0.0749732,-0.196752,0.12519,0.0,0.071182,-0.427955,0.151327,0.0453982,0.13969,-0.184403,0.0705836,-3.99527e-05,0.0905166,-0.0174991,-0.0952894,-0.0103461,-0.0219442,0.059968,0.239284,-0.0166009,-0.00766724,0.123682,-0.203581,-0.00805031,0.226579,-0.435946,0.124193,0.0561229,0.31314,-0.172785,0.208953,0.183168,-0.693814,-0.00787256,1.01195,-0.0419522,0.138734,0.225515,0.0685581,0.17853,0.340574,0.53736,0.131676,-0.0617008,-0.437053,-0.182818,0.153433,-0.190219,0.314407,-0.232467,-1.10807,-0.109445,0.0288871,137.556,341.69,944.998,-0.0905588,0.0337099,1.64817,1.79,78.0,18.9
0.52,-0.358603,-0.355737,-0.106721,0.12619,0.0915278,0.0092355,0.00277065,0.0634024,0.0829031,0.0721044,0.0216313,0.0624465,0.114297,0.0725509,-0.0893253,-0.195618,0.00208561,0.000625684,-0.0572239,-0.270415,2.10941,-0.0498665,-10.7791,-0.0328329,0.020504,0.00615119,-0.0357929,-0.0991217,0.251513,0.0754538,-0.195449,0.122377,0.0,0.071182,-0.419439,0.151327,0.0453982,0.139024,-0.182872,0.0715582,-0.00212647,0.0905037,-0.0174941,-0.0947629,-0.0127542,-0.0219752,0.0604086,0.236717,-0.0167382,-0.00732684,0.125875,-0.202808,-0.013761,0.228615,-0.429116,0.122991,0.0572809,0.319541,-0.173946,0.209141,0.183182,-0.695143,0.00124503,1.00957,-0.0464214,0.134287,0.225382,0.0662684,0.189774,0.341596,0.536228,0.13113,-0.0630881,-0.451012,-0.183691,0.153109,-0.190941,0.316225,-0.240786,-1.10658,-0.112712,0.0356114,137.383,341.641,945.002,-0.0885751,0.0333548,1.64797,1.79,78.0,18.9
0.53,-0.359815,-0.350068,-0.105021,0.12619,0.0915278,0.0161621,0.00484864,0.0651636,0.0829031,0.0748253,0.0224476,0.0516798,0.113295,0.0670753,-0.0886918,-0.200977,0.0,0.0,-0.0603712,-0.268909,2.13531,-0.047242,-10.8437,-0.0361162,0.0220812,0.00662436,-0.032384,-0.106918,0.237095,0.0711284,-0.199358,0.122377,0.0,0.0670753,-0.419439,0.151327,0.0453982,0.139024,-0.181302,0.0715583,-0.00212647,0.0890607,-0.0174969,-0.0945177,-0.013614,-0.0218375,0.0608902,0.23552,-0.0170576,-0.00919799,0.126171,-0.203212,-0.0169759,0.226737,-0.429448,0.122598,0.0578941,0.324383,-0.174606,0.209307,0.184165,-0.700281,-0.00447238,1.01222,-0.0474918,0.134953,0.226689,0.0652175,0.196798,0.342582,0.534657,0.131055,-0.0638675,-0.45655,-0.184101,0.15242,-0.191818,0.317205,-0.240785,-1.10806,-0.107849,0.0385355,137.449,341.641,945.002,-0.0875196,0.0331927,1.6477,1.79,78.0,18.9
0.55,-0.362273,-0.318496,-0.0955489,0.123627,0.0929359,0.0103899,0.00311698,0.0664845,0.102035,0.0721044,0.0216313,0.0516798,0.114297,0.0698131,-0.0867913,-0.200977,-0.00208561,-0.000625684,-0.0609434,-0.26941,2.21609,-0.047242,-11.2312,-0.0344745,0.0189267,0.00567802,-0.0357929,-0.102463,0.240299,0.0720896,-0.199358,0.123783,0.0,0.0670753,-0.419439,0.153196,0.0459587,0.140355,-0.180446,0.0729371,0.000630484,0.0880988,-0.0160915,-0.0938161,-0.0175404,-0.0230416,0.062414,0.233284,-0.0206876,-0.0134169,0.127933,-0.194464,-0.0285163,0.226981,-0.424816,0.121909,0.0603206,0.334045,-0.176627,0.210635,0.18483,-0.704795,0.00229944,1.01248,-0.0471615,0.135816,0.227599,0.0636592,0.212923,0.346076,0.530513,0.130821,-0.0654764,-0.473217,-0.188435,0.151158,-0.192514,0.317056,-0.240421,-1.10819,-0.106655,0.043165,137.29,341.75,944.959,-0.0847661,0.0321546,1.64772,1.79,78.0,18.9
0.56,-0.356146,-0.370303,-0.111091,0.128753,0.0999765,0.0115444,0.00346331,0.0656039,0.146675,0.0775463,0.0232639,0.0452199,0.114297,0.0698131,-0.0893253,-0.198297,-0.00208561,-0.000625684,-0.0592267,-0.270833,2.18087,-0.0459297,-11.102,-0.0361162,0.0110406,0.00331218,-0.0349406,-0.0879845,0.249911,0.0749732,-0.195449,0.122377,0.0,0.0684442,-0.415181,0.153196,0.0459587,0.140355,-0.182966,0.0727595,0.00384088,0.0875424,-0.0161017,-0.0936688,-0.0186307,-0.0228725,0.06297,0.232154,-0.0208593,-0.0157006,0.128614,-0.198257,-0.0296407,0.226079,-0.424042,0.120837,0.0610937,0.336514,-0.177116,0.210804,0.18501,-0.707964,0.00233761,1.01278,-0.0477815,0.134472,0.226748,0.0652654,0.220655,0.346494,0.530283,0.130486,-0.0662633,-0.481071,-0.18976,0.150755,-0.192884,0.316634,-0.239163,-1.10783,-0.103789,0.0416553,137.121,341.751,944.926,-0.0834316,0.0317849,1.64762,1.79,78.0,18.9
0.5700000000000001,-0.359782,-0.347629,-0.104289,0.128753,0.0844872,0.0126988,0.00380965,0.0625218,0.13392,0.0748253,0.0224476,0.0516798,0.112292,0.0684442,-0.0867913,-0.190258,-0.00417122,-0.00125137,-0.0577961,-0.268448,2.23891,-0.0433051,-11.102,-0.0361162,0.0126178,0.00378535,-0.0349406,-0.0957805,0.245105,0.0735314,-0.195449,0.122377,0.0,0.0684442,-0.41731,0.156932,0.0470796,0.140355,-0.183254,0.0727595,0.00419672,0.0867058,-0.0155562,-0.0929202,-0.0201227,-0.0232284,0.0628232,0.233688,-0.0232184,-0.0167796,0.1282,-0.198608,-0.0316955,0.226794,-0.421629,0.12049,0.0614366,0.339889,-0.177264,0.210794,0.185712,-0.711139,-0.000704286,1.01409,-0.0471348,0.134306,0.230312,0.0655499,0.223405,0.348921,0.530467,0.13058,-0.0670828,-0.485848,-0.192189,0.15026,-0.193102,0.315176,-0.238688,-1.1062,-0.108048,0.0399254,137.118,341.744,944.91,-0.0821698,0.0315356,1.64779,1.79,78.0,18.9
0.58,-0.354967,-0.327394,-0.0982182,0.12619,0.094344,0.00808107,0.00242432,0.0634024,0.114789,0.0802672,0.0240802,0.0495265,0.114297,0.0684442,-0.0899588,-0.195618,-0.00625684,-0.00187705,-0.0595128,-0.267947,2.10839,-0.047242,-10.7146,-0.0311913,0.0189267,0.00567802,-0.0366451,-0.100235,0.238697,0.071609,-0.198055,0.122377,0.0,0.0657065,-0.415181,0.153196,0.0459587,0.137694,-0.184381,0.0733249,0.00654907,0.0850282,-0.0155562,-0.0921697,-0.0203028,-0.0232207,0.0632627,0.231629,-0.0227589,-0.0182957,0.129412,-0.198341,-0.0346154,0.226449,-0.420213,0.119539,0.0626275,0.34181,-0.180032,0.210387,0.186287,-0.715734,-0.00546069,1.01641,-0.0468808,0.134105,0.229626,0.064559,0.226699,0.34891,0.529237,0.130151,-0.0678714,-0.490528,-0.195039,0.149422,-0.193518,0.314869,-0.23739,-1.10808,-0.108182,0.041066,136.839,341.742,944.875,-0.0802259,0.0313411,1.64754,1.79,78.0,18.9
0.6,-0.35638,-0.336362,-0.100909,0.110814,0.0915278,0.0150077,0.00450231,0.0651636,0.0701488,0.0775463,0.0232639,0.0602931,0.116302,0.0684442,-0.0855242,-0.203657,0.0,0.0,-0.0580822,-0.268114,2.15189,-0.0485542,-10.8437,-0.0377578,0.0157723,0.00473169,-0.0366451,-0.102463,0.241901,0.0725702,-0.192843,0.126596,0.0,0.0643376,-0.421568,0.162537,0.048761,0.14102,-0.18724,0.0729709,0.0118687,0.0843917,-0.015534,-0.0913428,-0.0241199,-0.0230772,0.0643455,0.230851,-0.024371,-0.0233361,0.131038,-0.196029,-0.0428598,0.229183,-0.413327,0.11901,0.0645498,0.351417,-0.182009,0.210695,0.187029,-0.72008,-0.00487663,1.01424,-0.0490633,0.129395,0.230972,0.0622676,0.234868,0.35272,0.527011,0.129193,-0.0687721,-0.496955,-0.197009,0.147747,-0.194705,0.314409,-0.239293,-1.10905,-0.105913,0.0487859,136.689,341.774,944.913,-0.0777993,0.0307605,1.6474,1.79,78.0,18.9
0.61,-0.359915,-0.329044,-0.0987132,0.118502,0.0971603,0.0126988,0.00380965,0.0660442,0.0573944,0.0829881,0.0248964,0.0559865,0.118308,0.071182,-0.0912258,-0.200977,-0.00417122,-0.00125137,-0.0600851,-0.268365,2.13839,-0.0459297,-11.0375,-0.0361162,0.0126178,0.00378535,-0.0374973,-0.108032,0.246707,0.074012,-0.19154,0.122377,0.0,0.0684442,-0.421568,0.156932,0.0470796,0.13969,-0.191475,0.0727636,0.0156724,0.0841777,-0.0154963,-0.0913706,-0.0261776,-0.023114,0.0653784,0.231182,-0.0256109,-0.0252267,0.130802,-0.19614,-0.0446995,0.230265,-0.410561,0.118435,0.0651422,0.353973,-0.183087,0.211248,0.187043,-0.722405,-0.00598402,1.01445,-0.0426807,0.128897,0.232262,0.0622624,0.241256,0.352737,0.527434,0.128729,-0.0696215,-0.502758,-0.198503,0.147553,-0.195185,0.314475,-0.238578,-1.11282,-0.106546,0.0478602,136.589,341.773,944.874,-0.076725,0.0305433,1.64734,1.79,78.0,18.9
0.62,-0.363518,-0.326604,-0.0979813,0.121065,0.0929359,0.0126988,0.00380965,0.0634024,0.114789,0.0734649,0.0220395,0.0602931,0.111289,0.071182,-0.0848907,-0.200977,-0.00208561,-0.000625684,-0.0592267,-0.269327,2.19848,-0.0485542,-11.1666,-0.0344745,0.0126178,0.00378535,-0.0349406,-0.10469,0.243503,0.0730508,-0.195449,0.122377,0.0,0.0670753,-0.419439,0.151327,0.0453982,0.13969,-0.194203,0.0724895,0.0185304,0.0831715,-0.0146621,-0.0911896,-0.0270077,-0.023174,0.0655138,0.229627,-0.0266267,-0.0271812,0.131151,-0.194065,-0.0453204,0.230357,-0.411608,0.118159,0.065912,0.35611,-0.184539,0.21121,0.187257,-0.723178,-0.00600005,1.01561,-0.0434986,0.125683,0.233151,0.0619375,0.244237,0.354512,0.525917,0.129104,-0.070211,-0.506628,-0.201213,0.147383,-0.1951,0.313663,-0.240374,-1.11217,-0.103895,0.0458457,136.499,341.739,944.874,-0.0755633,0.0300836,1.64723,1.79,78.0,18.9
0.63,-0.356179,-0.3444,-0.10332,0.12619,0.0901197,0.0103899,0.00311698,0.061201,0.13392,0.0816276,0.0244883,0.0602931,0.112292,0.071182,-0.0867913,-0.206337,-0.00208561,-0.000625684,-0.0577961,-0.268993,2.14463,-0.047242,-10.9083,-0.0344745,0.020504,0.00615119,-0.0374973,-0.0890982,0.238697,0.071609,-0.194146,0.122377,0.0,0.0670753,-0.423697,0.153196,0.0459587,0.137029,-0.19415,0.0714255,0.0210448,0.0817279,-0.0146403,-0.0910952,-0.0277366,-0.0230396,0.0660337,0.228595,-0.0274719,-0.0281852,0.131916,-0.193284,-0.0497392,0.230669,-0.41117,0.117623,0.0668397,0.358007,-0.18502,0.21121,0.187715,-0.725865,-0.00989424,1.01817,-0.0479954,0.127278,0.234001,0.0594127,0.248465,0.355807,0.527583,0.128805,-0.0708458,-0.510315,-0.202653,0.146875,-0.195894,0.31289,-0.238741,-1.11242,-0.106418,0.0465632,136.471,341.731,944.854,-0.0744513,0.029805,1.64718,1.79,78.0,18.9
0.65,-0.35638,-0.330694,-0.0992081,0.110814,0.0915278,0.0103899,0.00311698,0.0656039,0.0892802,0.0775463,0.0232639,0.0559865,0.116302,0.0657065,-0.0899588,-0.190258,0.00625684,0.00187705,-0.0595128,-0.270122,2.19019,-0.0485542,-11.1666,-0.0295496,0.0157723,0.00473169,-0.0349406,-0.0913256,0.249911,0.0749732,-0.195449,0.122377,0.0,0.0670753,-0.41731,0.155064,0.0465191,0.140355,-0.206299,0.071063,0.0253138,0.0788746,-0.0145549,-0.091058,-0.0280425,-0.02296,0.0671808,0.231848,-0.0285574,-0.0299275,0.13394,-0.192274,-0.0525858,0.230826,-0.408433,0.116177,0.0678815,0.36198,-0.186418,0.210967,0.188378,-0.729611,-0.00509859,1.01941,-0.0479927,0.12261,0.234848,0.065972,0.255176,0.358464,0.527734,0.127979,-0.0720526,-0.515667,-0.204876,0.145826,-0.195809,0.310325,-0.242737,-1.11254,-0.106268,0.0449826,136.263,341.834,944.853,-0.0722008,0.0296271,1.64719,1.79,78.0,18.9
0.66,-0.360116,-0.304,-0.0912001,0.103127,0.0915278,0.0103899,0.00311698,0.0620815,0.191315,0.0829881,0.0248964,0.0538332,0.113295,0.0698131,-0.0899588,-0.198297,0.00208561,0.000625684,-0.0592267,-0.269494,2.24199,-0.0485542,-11.2958,-0.0361162,0.0141951,0.00425852,-0.032384,-0.0913256,0.246707,0.074012,-0.19154,0.122377,0.0,0.0670753,-0.421568,0.155064,0.0465191,0.140355,-0.206302,0.0710434,0.0289542,0.0788375,-0.0145549,-0.091058,-0.0303467,-0.0231782,0.0676867,0.22734,-0.0287979,-0.0298132,0.134736,-0.191828,-0.057337,0.232788,-0.406912,0.116081,0.0686604,0.365995,-0.187826,0.211025,0.189004,-0.729915,-0.00288413,1.01764,-0.0468177,0.12248,0.234476,0.0680811,0.258135,0.360157,0.527243,0.127468,-0.0726357,-0.518766,-0.204798,0.145813,-0.196293,0.310128,-0.241789,-1.11297,-0.103912,0.0399731,136.267,341.828,944.84,-0.0711111,0.0296271,1.64707,1.79,78.0,18.9
0.67,-0.356179,-0.327394,-0.0982182,0.12619,0.0901197,0.0115444,0.00346331,0.064283,0.0637716,0.0761858,0.0228557,0.0645998,0.111289,0.0698131,-0.0886918,-0.198297,0.00208561,0.000625684,-0.0569377,-0.267319,2.1436,-0.0446174,-10.8437,-0.0344745,0.0189267,0.00567802,-0.0357929,-0.0890982,0.245105,0.0735314,-0.196752,0.12097,0.0,0.0657065,-0.410922,0.162537,0.048761,0.136364,-0.206126,0.0710514,0.0345805,0.0786301,-0.0145549,-0.090853,-0.0328931,-0.0231686,0.067726,0.223683,-0.0311798,-0.0328137,0.1346,-0.190546,-0.0582287,0.234789,-0.405347,0.115858,0.0694081,0.366541,-0.189404,0.211203,0.189385,-0.729958,-0.0048896,1.01943,-0.0462861,0.122641,0.234051,0.0675472,0.262626,0.362373,0.529252,0.127192,-0.0731359,-0.523236,-0.207128,0.145679,-0.196263,0.307768,-0.244369,-1.11253,-0.101982,0.0382789,136.125,341.958,944.868,-0.0698465,0.0294246,1.64746,1.79,78.0,18.9
0.68,-0.35877,-0.311248,-0.0933745,0.113377,0.0915278,0.00692663,0.00207799,0.0664845,0.121166,0.0802672,0.0240802,0.0516798,0.112292,0.0684442,-0.0855242,-0.195618,0.00417122,0.00125137,-0.0583683,-0.265435,2.24925,-0.0524911,-11.2312,-0.0344745,0.0126178,0.00378535,-0.0366451,-0.0968943,0.251513,0.0754538,-0.195449,0.12519,0.0,0.0684442,-0.410922,0.160668,0.0482005,0.141685,-0.20736,0.0698421,0.0405624,0.0782259,-0.0145806,-0.0908258,-0.0352602,-0.0232624,0.0679315,0.21824,-0.0310386,-0.0356138,0.133158,-0.193715,-0.0592593,0.236387,-0.404425,0.115442,0.0700333,0.367475,-0.190527,0.211252,0.189977,-0.730202,-0.00549697,1.01897,-0.0403435,0.122813,0.234335,0.0679628,0.26389,0.365162,0.529202,0.126548,-0.0737087,-0.524636,-0.207586,0.145537,-0.196393,0.3072,-0.24913,-1.1135,-0.102063,0.0381494,136.113,342.008,944.867,-0.0686681,0.0294246,1.64745,1.79,78.0,18.9
0.7000000000000001,-0.351665,-0.283765,-0.0851296,0.100564,0.0915278,0.0103899,0.00311698,0.0625218,0.0573944,0.070744,0.0212232,0.0624465,0.118308,0.0739198,-0.0867913,-0.200977,0.00417122,0.00125137,-0.0592267,-0.268532,2.25651,-0.0446174,-11.1666,-0.0295496,0.0141951,0.00425852,-0.0357929,-0.109145,0.248309,0.0744926,-0.195449,0.12519,0.0,0.0657065,-0.419439,0.162537,0.048761,0.139024,-0.209611,0.0691889,0.0504832,0.0757807,-0.0146629,-0.0904131,-0.0376425,-0.0233161,0.0681342,0.211402,-0.0324546,-0.039015,0.13382,-0.193309,-0.0625143,0.239303,-0.403563,0.114663,0.0713971,0.368903,-0.192357,0.211472,0.190985,-0.731982,-0.00536604,1.02064,-0.0406476,0.12155,0.235462,0.0701428,0.268367,0.368341,0.527689,0.126009,-0.0745265,-0.528488,-0.211342,0.144066,-0.197109,0.306006,-0.242625,-1.11613,-0.101766,0.0361907,135.976,342.275,944.895,-0.0665,0.0290951,1.64879,1.79,78.0,18.9
0.71,-0.359982,-0.322586,-0.0967757,0.113377,0.094344,0.0150077,0.00450231,0.0647233,0.0637716,0.0761858,0.0228557,0.0581398,0.112292,0.0657065,-0.0848907,-0.190258,-0.00625684,-0.00187705,-0.0583683,-0.267653,2.19745,-0.047242,-11.102,-0.0361162,0.0126178,0.00378535,-0.0349406,-0.103577,0.241901,0.0725702,-0.19154,0.122377,0.0,0.0657065,-0.413052,0.160668,0.0482005,0.13969,-0.212782,0.0681046,0.0585328,0.0752973,-0.0146411,-0.0903198,-0.0391111,-0.023327,0.068215,0.207558,-0.0332654,-0.0426123,0.133432,-0.191928,-0.061917,0.241096,-0.402505,0.115115,0.0720898,0.368029,-0.194401,0.21123,0.191674,-0.731749,-0.0044569,1.02068,-0.0389977,0.123509,0.235848,0.0704805,0.26979,0.370668,0.526539,0.126133,-0.0749733,-0.529763,-0.213572,0.143449,-0.197088,0.305142,-0.244888,-1.1181,-0.105534,0.035829,135.885,342.472,944.916,-0.0655348,0.0288671,1.64933,1.79,78.0,18.9
0.72,-0.356413,-0.316127,-0.0948382,0.108252,0.0915278,0.0196254,0.00588763,0.0629621,0.121166,0.0748253,0.0224476,0.0581398,0.112292,0.0629687,-0.0861577,-0.192938,0.00834245,0.00250273,-0.0595128,-0.267025,2.24925,-0.0446174,-11.2312,-0.0344745,0.020504,0.00615119,-0.0366451,-0.105804,0.240299,0.0720896,-0.19154,0.123783,0.0,0.0657065,-0.415181,0.1588,0.0476401,0.139024,-0.214818,0.0682632,0.0642182,0.0742305,-0.0137341,-0.0895032,-0.0413903,-0.0244416,0.0682793,0.20649,-0.0342646,-0.043547,0.134446,-0.193985,-0.0613037,0.242611,-0.403764,0.116206,0.0734683,0.366079,-0.198555,0.211724,0.192464,-0.732189,-0.00378555,1.02231,-0.0375008,0.123363,0.23511,0.0735514,0.271455,0.37255,0.527472,0.126213,-0.0753845,-0.52997,-0.216182,0.143235,-0.196803,0.303223,-0.246801,-1.12043,-0.100209,0.0335234,135.876,342.676,944.947,-0.0643674,0.0285776,1.64977,1.79,78.0,18.9
0.73,-0.354022,-0.324235,-0.0972706,0.105689,0.0957522,0.0126988,0.00380965,0.0629621,0.0765259,0.0775463,0.0232639,0.0538332,0.107279,0.0615998,-0.0867913,-0.200977,0.0,0.0,-0.0569377,-0.268532,2.21506,-0.0459297,-11.1666,-0.0328329,0.0157723,0.00473169,-0.0357929,-0.0890982,0.238697,0.071609,-0.194146,0.12519,0.0,0.0670753,-0.410922,0.162537,0.048761,0.137029,-0.220731,0.0672425,0.0759136,0.0742305,-0.0139674,-0.0889974,-0.0437671,-0.0244437,0.0686858,0.202595,-0.0344542,-0.0513178,0.134288,-0.193052,-0.0595821,0.244804,-0.404883,0.116267,0.0740551,0.365051,-0.199942,0.211711,0.193369,-0.732414,-0.0041691,1.02074,-0.0373701,0.123353,0.236051,0.0731807,0.275091,0.374683,0.525931,0.125831,-0.0757759,-0.53229,-0.21741,0.142841,-0.197071,0.302513,-0.244826,-1.12083,-0.0957736,0.0333591,135.861,342.876,944.947,-0.0632678,0.0284251,1.64987,1.79,78.0,18.9
